,unique.drugid,CGP.drugid,CCLE.drugid,GSK.drugid,NCI60.drugid,GRAY.drugid,GNE.drugid,CTRP.drugid,CMAP.drugid,CTRPv2.drugid,gCSI.drugid,UHNBreast.drugid,MERCK.drugid,GDSC1000.drugid,NCIALM.drugid,YALE_TNBC.drugid,smiles,inchikey,cid,GDSC2019.drugid,FIMM.drugid,FDA,PharmacoDB.uid,PharmacoDB.drugid
47140,CAY10618,NA,NA,NA,CAY10618,NA,NA,CAY10618,NA,CAY10618,NA,NA,NA,NA,NA,NA,C1=CC=C(C=C1)C2=CC=CC=C2NC(=O)CCCCCCCN3C=C(N=N3)C4=CN=CC=C4,SJOLTIOPWDLDEB-UHFFFAOYSA-N,44819697,NA,NA,NA,PDBC46987,CAY10618
47147,nakiterpiosin,NA,NA,NA,nakiterpiosin,NA,NA,nakiterpiosin,NA,nakiterpiosin,NA,NA,NA,NA,NA,NA,CC1CC(OC1=O)C(C(C2=C(C3=C(C=C2)C4CC(C56C(OCC(O5)CC6(C4C3=O)C)O)Br)C)C(Cl)Cl)O,ZZCVHHDIBFSYFY-JMQRXBQWSA-N,54613361,NA,NA,NA,PDBC46994,nakiterpiosin
47493,Nelarabine,NA,NA,NA,9H-Purin-2-amine, 9-beta-D-arabinofuranosyl-6-methoxy-,NA,NA,NA,NA,nelarabine,NA,NA,NA,NA,NA,NA,COC1=NC(=NC2=C1N=CN2C3C(C(C(O3)CO)O)O)N,IXOXBSCIXZEQEQ-UHTZMRCNSA-N,3011155,Nelarabine,NA,TRUE,PDBC47339,nelarabine
47601,Vemurafenib,NA,NA,NA,1-Propanesulfonamide, N-[3-[[5-(4-chlorophenyl)-1H-pyrrolo[2,3-b]pyridin-3-yl]carbonyl]-2,4-difluorophenyl]-,NA,NA,NA,NA,PLX-4032,NA,NA,NA,NA,Vemurafenib,PLX4032,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=NC=C(C=C23)C4=CC=C(C=C4)Cl)F,GPXBXXGIAQBQNI-UHFFFAOYSA-N,42611257,NA,NA,NA,PDBC47426,PLX-4032
47603,Carboplatinum,NA,NA,NA,NA,Carboplatin,NA,NA,NA,carboplatin,NA,NA,NA,NA,NA,Carboplatin,NA,NA,38904,NA,NA,TRUE,PDBC47427,Carboplatin
47604,Oxaliplatin,NA,NA,NA,NA,Oxaliplatin,NA,NA,NA,oxaliplatin,NA,NA,Oxaliplatin,NA,NA,Oxaliplatin,C1CCC(C(C1)N)N.C(=O)(C(=O)[O-])[O-].[Pt+4],PCRKGXHIGVOZKB-BNTLRKBRSA-L,24197464,Oxaliplatin,NA,TRUE,PDBC47428,Oxaliplatin
47605,Tamoxifen,NA,NA,NA,Ethanamine, 2-[4-[(1Z)-1,2-diphenyl-1-buten-1-yl]phenoxy]-N,N-dimethyl-, 2-hydroxy-1,2,3-propanetricarboxylate (1:1) (salt),Tamoxifen,NA,tamoxifen,tamoxifen,tamoxifen,NA,NA,NA,Tamoxifen,NA,NA,[H+].[H+].[H+].CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3.C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O,FQZYTYWMLGAPFJ-OQKDUQJOSA-N,25010734,Tamoxifen,NA,TRUE,PDBC47429,Tamoxifen
47606,Trichostatin.A,NA,NA,NA,NA,Trichostatin A,NA,NA,trichostatin A,NA,NA,NA,NA,NA,NA,NA,CC(\C=C(C)\C=C\C(=O)NO)C(=O)c1ccc(cc1)N(C)C,RTKIYFITIVXBLE-WKWSCTOISA-N,NA,Trichostatin A,NA,NA,PDBC47430,Trichostatin.A
47607,Purvalanol A,NA,NA,NA,NA,Purvalanol A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CC(C)[C@H](CO)Nc1nc(Nc2cccc(Cl)c2)c3ncn(C(C)C)c3n1,NA,456214,NA,NA,NA,PDBC47431,Purvalanol A
47608,IKK.16,NA,NA,NA,NA,IKK 16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O=C(N1CCC(CC1)N2CCCC2)c3ccc(Nc4nccc(n4)c5cc6ccccc6s5)cc3,NA,NA,NA,NA,NA,PDBC47432,IKK.16
47609,TCS PIM-11,NA,NA,NA,NA,TCS PIM-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1235170,NA,NA,NA,PDBC47433,TCS PIM-11
47610,ERKi II (FR180304),NA,NA,NA,NA,ERKi II (FR180304)///ERKi II,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC47434,ERKi II (FR180304)
47611,L-779405,NA,NA,NA,NA,L-779405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC(=C(C=C4)Cl)O,WXJLXRNWMLWVFB-UHFFFAOYSA-N,9950176,NA,NA,NA,PDBC47435,L-779405
47612,Glycyl H1152,NA,NA,NA,NA,Glycyl H1152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC47436,Glycyl H1152
47613,XRP44X,NA,NA,NA,NA,XRP44X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CC1=NN(C(=C1)C(=O)N2CCN(CC2)C3=CC(=CC=C3)Cl)C4=CC=CC=C4,NPHPNBGYPKBDDB-UHFFFAOYSA-N,10339779,NA,NA,NA,PDBC47437,XRP44X
47614,TCS2312 dihydrochloride,NA,NA,NA,NA,TCS2312 dihydrochloride,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC47438,TCS2312 dihydrochloride
47615,Sigma AKT1-2 inhibitor,NA,NA,NA,NA,Sigma AKT1-2 inhibitor///AKT1-2 inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC47439,Sigma AKT1-2 inhibitor
47616,AS-252424,NA,NA,NA,NA,AS-252424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C1=CC(=C(C=C1F)O)C2=CC=C(O2)C=C3C(=O)NC(=O)S3,OYYVWNDMOQPMGE-SDQBBNPISA-N,11630874,NA,NA,NA,PDBC47440,AS-252424
47617,FTase Inhibitor I,NA,NA,NA,NA,FTase inhibitor I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132887,NA,NA,NA,PDBC47441,FTase inhibitor I
47618,Ibandronate sodium,NA,NA,NA,NA,Ibandronate sodium salt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23670359,NA,NA,NA,PDBC47442,Ibandronate sodium salt
47619,SB-3CT,NA,NA,NA,NA,SB-3CT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C1C(S1)CS(=O)(=O)C2=CC=C(C=C2)OC3=CC=CC=C3,LSONWRHLFZYHIN-UHFFFAOYSA-N,9883002,NA,NA,NA,PDBC47443,SB-3CT
47620,NU6102,NA,NA,NA,NA,NU6102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C1CCC(CC1)COC2=NC(=NC3=C2NC=N3)NC4=CC=C(C=C4)S(=O)(=O)N,OWXORKPNCHJYOF-UHFFFAOYSA-N,4566,NA,NA,NA,PDBC47444,NU6102
47621,Olomoucine II,NA,NA,NA,Phenol, 2-[[[2-[[1-(hydroxymethyl)propyl]amino]-9-(1-methylethyl)-9H-purin-6-yl]amino]methyl]-,Olomoucine II,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10067756,NA,NA,NA,PDBC47445,Olomoucine II
47622,Oxamflatin,NA,NA,NA,NA,Oxamflatin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC(=C2)C#CC=CC(=O)NO,QRPSQQUYPMFERG-LFYBBSHMSA-N,5353852,NA,NA,NA,PDBC47446,Oxamflatin
47623,Nirogacestat,NA,NA,NA,NA,PF-3084014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CCCC(C(=O)NC1=CN(C=N1)C(C)(C)CNCC(C)(C)C)NC2CCC3=CC(=CC(=C3C2)F)F,VFCRKLWBYMDAED-REWPJTCUSA-N,46224413,NA,NA,NA,PDBC47447,PF-3084014
47624,PF-03814735,NA,NA,NA,NA,PF-3814735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CC(=O)NCC(=O)N1C2CCC1C3=C2C=CC(=C3)NC4=NC=C(C(=N4)NC5CCC5)C(F)(F)F,RYYNGWLOYLRZLK-UHFFFAOYSA-N,49830590,NA,NA,NA,PDBC47448,PF-3814735
47625,PF-04691502,NA,NA,NA,NA,PF-4691502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CC1=C2C=C(C(=O)N(C2=NC(=N1)N)C3CCC(CC3)OCCO)C4=CN=C(C=C4)OC,XDLYKKIQACFMJG-UHFFFAOYSA-N,25033539,NA,NA,NA,PDBC47449,PF-4691502
47626,Uprosertib,NA,NA,NA,NA,GSK2141795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CN1C(=C(C=N1)Cl)C2=C(OC(=C2)C(=O)NC(CC3=CC(=C(C=C3)F)F)CN)Cl,AXTAPYRUEKNRBA-JTQLQIEISA-N,51042438,Uprosertib,NA,NA,PDBC47450,GSK2141795
47627,CGC-11047 free base,NA,NA,NA,NA,CGC-11047///private_company_drug_8648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CCNCCCNCC=CCNCCCNCC,XFWLTFZLLXVKDY-WAYWQWQTSA-N,6475492,NA,NA,NA,PDBC47451,CGC-11047
47628,Ispinesib,NA,NA,NA,NA,Ispinesib///private_company_drug_7463,NA,NA,NA,NA,NA,NA,NA,Ispinesib Mesylate,NA,NA,CC1=CC=C(C=C1)C(=O)N(CCCN)C(C2=NC3=C(C=CC(=C3)Cl)C(=O)N2CC4=CC=CC=C4)C(C)C,QJZRFPJCWMNVAV-HHHXNRCGSA-N,6851740,Ispinesib Mesylate,NA,NA,PDBC47452,Ispinesib
47629,GSK1059868,NA,NA,NA,NA,GSK1059868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC47453,GSK1059868
47630,GSK2119563,NA,NA,NA,NA,GSK2119563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC47454,GSK2119563
47631,Omipalisib,NA,NA,NA,NA,GSK2126458///private_company_drug_8271,NA,NA,NA,NA,NA,NA,NA,GSK2126458,NA,NA,COC1=C(C=C(C=N1)C2=CC3=C(C=CN=C3C=C2)C4=CN=NC=C4)NS(=O)(=O)C5=C(C=C(C=C5)F)F,CGBJSGAELGCMKE-UHFFFAOYSA-N,25167777,Omipalisib,NA,NA,PDBC47455,GSK2126458
47632,CGC-11144,NA,NA,NA,NA,CGC-11144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CCNCCCCNCCCCNCCCCNCCCCNCC=CCNCCCCNCCCCNCCCCNCCCCNCC,BDTMNIXVRYGYPA-QURGRASLSA-N,6476700,NA,NA,NA,PDBC47456,CGC-11144
47633,Tykerb:IGF1R (1:1),NA,NA,NA,NA,Tykerb:IGF1R (1:1)///Tykerb:IGF1R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC47457,Tykerb:IGF1R (1:1)
47634,Pevonedistat,NA,NA,NA,NA,MLN4924///private_company_drug_3104,NA,MLN-4924,NA,pevonedistat,NA,NA,NA,MLN4924,NA,MLN-4924,C1CC2=CC=CC=C2C1NC3=NC=NC4=C3C=CN4C5CC(C(C5)O)COS(=O)(=O)N,MPUQHZXIXSTTDU-ZIODWWTISA-N,71729979,Pevonedistat,NA,NA,PDBC47458,MLN4924
47638,Importazole,NA,NA,NA,NA,NA,NA,importazole,NA,importazole,NA,NA,NA,NA,NA,NA,CC(Nc1nc(nc2ccccc12)N3CCCC3)c4ccccc4,NA,2949965,NA,NA,NA,PDBC47462,importazole
47644,Bax Channel Blocker,NA,NA,NA,NA,NA,NA,Bax channel blocker,NA,Bax channel blocker,NA,NA,NA,NA,NA,NA,OC(CN1CCNCC1)Cn2c3ccc(Br)cc3c4cc(Br)ccc24,NA,2729026,NA,NA,NA,PDBC47468,Bax channel blocker
47645,CCT036477,NA,NA,NA,NA,NA,NA,CCT036477,NA,CCT036477,NA,NA,NA,NA,NA,NA,CC1=C(C2=CC=CC=C2N1)C(C3=CC=C(C=C3)Cl)NC4=CC=CC=N4,IFOHRIXRQPOHQZ-UHFFFAOYSA-N,3634881,NA,NA,NA,PDBC47469,CCT036477
47647,Erastin,NA,NA,NA,NA,NA,NA,erastin,erastin,erastin,Erastin,NA,NA,NA,NA,NA,CCOC1=CC=CC=C1N2C(=O)C3=CC=CC=C3N=C2C(C)N4CCN(CC4)C(=O)COC5=CC=C(C=C5)Cl,BKQFRNYHFIQEKN-UHFFFAOYSA-N,11214940,NA,NA,NA,PDBC47471,erastin
47651,Itraconazole,NA,NA,NA,NA,NA,NA,itraconazole,NA,itraconazole,NA,NA,NA,NA,NA,NA,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,VHVPQPYKVGDNFY-TUJWMRSMSA-N,14179013,NA,NA,TRUE,PDBC47475,itraconazole
47652,ML162,NA,NA,NA,NA,NA,NA,ML162,NA,ML162,NA,NA,NA,NA,NA,NA,COC1=C(C=C(C=C1)N(C(C2=CC=CS2)C(=O)NCCC3=CC=CC=C3)C(=O)CCl)Cl,UNVKYJSNMVDZJE-UHFFFAOYSA-N,3689413,NA,NA,NA,PDBC47476,ML162
47653,necrostatin-1,NA,NA,NA,NA,NA,NA,necrostatin-1,NA,necrostatin-1,NA,NA,NA,NA,NA,NA,CN1C(=O)C(NC1=S)CC2=CNC3=CC=CC=C32,TXUWMXQFNYDOEZ-UHFFFAOYSA-N,2828334,NA,NA,NA,PDBC47477,necrostatin-1
47656,PX-12,NA,NA,NA,NA,NA,NA,PX-12,NA,PX-12,NA,NA,NA,NA,NA,PX-12,CCC(C)SSC1=NC=CN1,BPBPYQWMFCTCNG-UHFFFAOYSA-N,219104,NA,NA,NA,PDBC47480,PX-12
47659,YK 4-279,NA,NA,NA,NA,NA,NA,YK 4-279,NA,YK 4-279,NA,NA,NA,YK 4-279,NA,NA,COc1ccc(cc1)C(=O)CC1(O)C(=O)Nc2c1c(Cl)ccc2Cl,NA,NA,YK-4-279,NA,NA,PDBC47483,YK 4-279
47660,salermide,NA,NA,NA,NA,NA,NA,salermide,NA,salermide,NA,NA,NA,NA,NA,NA,CC(C1=CC=CC=C1)C(=O)NC2=CC=CC(=C2)NC=C3C(=O)C=CC4=CC=CC=C43,UADRPWLRVLBVBC-UHFFFAOYSA-N,53393948,NA,NA,NA,PDBC47484,salermide
47661,Isoevodiamine,NA,NA,NA,NA,NA,NA,isoevodiamine,NA,isoevodiamine,NA,NA,NA,NA,NA,NA,CN1C2C3=C(CCN2C(=O)C4=CC=CC=C41)C5=CC=CC=C5N3,TXDUTHBFYKGSAH-UHFFFAOYSA-N,151289,NA,NA,NA,PDBC47485,isoevodiamine
47667,Blebbistatin,NA,NA,NA,NA,NA,NA,blebbistatin,blebbistatin,blebbistatin,NA,NA,NA,NA,NA,NA,CC1=CC2=C(C=C1)N=C3C(C2=O)(CCN3C4=CC=CC=C4)O,LZAXPYOBKSJSEX-UHFFFAOYSA-N,3476986,NA,NA,NA,PDBC47491,blebbistatin
47668,Myriocin,NA,NA,NA,NA,NA,NA,myriocin,NA,myriocin,NA,NA,NA,NA,NA,NA,CCCCCCC(=O)CCCCCCC=CCC(C(C(CO)(C(=O)[O-])[NH3+])O)O,ZZIKIHCNFWXKDY-OZKYFCMZSA-N,25791047,NA,NA,NA,PDBC47492,myriocin
47669,ML050,NA,NA,NA,NA,NA,NA,ML050,NA,ML050,NA,NA,NA,NA,NA,NA,C1C=CC2C1C(NC3=CC=CC=C23)C4=CC5=C(C=C4Br)OCO5,YOLTZIVRJAPVPH-UHFFFAOYSA-N,3136844,NA,NA,NA,PDBC47493,ML050
47671,FQI-1,NA,NA,NA,NA,NA,NA,FQI-1,NA,FQI-1,NA,NA,NA,NA,NA,NA,CCOC1=CC=CC=C1C2CC(=O)NC3=CC4=C(C=C23)OCO4,YKSYGLXHLSPWLB-UHFFFAOYSA-N,656346,NA,NA,NA,PDBC47495,FQI-1
47674,cyanoquinoline 11,NA,NA,NA,NA,NA,NA,cyanoquinoline 11,NA,cyanoquinoline 11,NA,NA,NA,NA,NA,NA,Fc1ccc(Nc2c(cnc3c(Cl)cc(NCc4cnc[nH]4)cc23)C#N)cc1Cl,NA,NA,NA,NA,NA,PDBC47498,cyanoquinoline 11
47676,Tubastatin A,NA,NA,NA,NA,NA,NA,tubastatin A,NA,tubastatin A,NA,NA,NA,Tubastatin A,NA,NA,CN1CCc2c(C1)c1ccccc1n2Cc1ccc(cc1)C(=O)NO,NA,49850262,Tubastatin A,NA,NA,PDBC47500,tubastatin A
47680,ML210,NA,NA,NA,NA,NA,NA,ML210,NA,ML210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC47504,ML210
47685,Merck60,NA,NA,NA,NA,NA,NA,Merck60,NA,Merck60,NA,NA,NA,NA,NA,NA,CC(=O)Nc1ccc(cc1)C(=O)Nc2cc(ccc2N)c3cccs3,NA,NA,NA,NA,NA,PDBC47509,Merck60
47686,BIBR-1532,NA,NA,NA,NA,NA,NA,BIBR-1532,NA,BIBR-1532,NA,NA,NA,NA,NA,NA,CC(=CC(=O)NC1=CC=CC=C1C(=O)O)C2=CC3=CC=CC=C3C=C2,PGFQXGLPJUCTOI-WYMLVPIESA-N,9927531,BIBR-1532,NA,NA,PDBC47510,BIBR-1532
47687,CIL41,NA,NA,NA,NA,NA,NA,CIL41,NA,CIL41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC47511,CIL41
47690,BRD9647,NA,NA,NA,NA,NA,NA,BRD9647,NA,BRD9647,NA,NA,NA,NA,NA,NA,NA,NA,1242560,NA,NA,NA,PDBC47514,BRD9647
47691,PDMP,NA,NA,NA,NA,NA,NA,PDMP,NA,PDMP,NA,NA,NA,NA,NA,NA,CCCCCCCCCC(=O)NC(CN1CCOCC1)C(C)C2=CC=CC=C2.Cl,XYHOHWPFEWJKOG-UHFFFAOYSA-N,114736,NA,NA,NA,PDBC47515,PDMP
47693,LE-135,NA,NA,NA,NA,NA,NA,LE-135,NA,LE-135,NA,NA,NA,NA,NA,NA,CC1(CCC(C2=CC3=C(C=C21)N=C(C4=CC=CC=C4N3C)C5=CC=C(C=C5)C(=O)O)(C)C)C,YZZAIQOVMHVWBS-UHFFFAOYSA-N,10410894,NA,NA,NA,PDBC47517,LE-135
47695,AA-COCF3,NA,NA,NA,NA,NA,NA,AA-COCF3,arachidonyltrifluoromethane,AA-COCF3,NA,NA,NA,NA,NA,NA,CCCCCC=CCC=CCC=CCC=CCCCC(=O)C(F)(F)F,PLWROONZUDKYKG-DOFZRALJSA-N,5280436,NA,NA,NA,PDBC47519,AA-COCF3
47697,SID 26681509,NA,NA,NA,NA,NA,NA,SID 26681509,NA,SID 26681509,NA,NA,NA,NA,NA,NA,CCc1ccccc1NC(=O)CSC(=O)NNC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)OC(C)(C)C,NA,16725315,NA,NA,NA,PDBC47521,SID 26681509
47698,Tacrolimus,NA,NA,NA,NA,NA,NA,tacrolimus,tacrolimus,tacrolimus,NA,NA,NA,NA,NA,NA,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC,QJJXYPPXXYFBGM-LFZNUXCKSA-N,445643,NA,NA,TRUE,PDBC47522,tacrolimus
47699,KU 0060648,NA,NA,NA,NA,NA,NA,KU 0060648,NA,KU 0060648,NA,NA,NA,NA,NA,NA,CCN1CCN(CC(=O)Nc2ccc(-c3cccc4c3oc(cc4=O)N3CCOCC3)c3sc4ccccc4c23)CC1,NA,NA,NA,NA,NA,PDBC47523,KU 0060648
47701,FGIN-1-27,NA,NA,NA,NA,NA,NA,FGIN-1-27,NA,FGIN-1-27,NA,NA,NA,NA,NA,NA,CCCCCCN(CCCCCC)C(=O)CC1=C(NC2=CC=CC=C21)C3=CC=C(C=C3)F,VUWXAQFLTSBUDB-UHFFFAOYSA-N,132496,NA,NA,NA,PDBC47525,FGIN-1-27
47702,PRL-3 Inhibitor I,NA,NA,NA,NA,NA,NA,PRL-3 Inhibitor I,NA,PRL-3 inhibitor I,NA,NA,NA,NA,NA,NA,Brc1ccc(OCc2ccccc2Br)c(/C=C\3/SC(=S)NC3=O)c1,NA,11983303,NA,NA,NA,PDBC47526,PRL-3 Inhibitor I
47704,Avrainvillamide,NA,NA,NA,NA,NA,NA,avrainvillamide,NA,avrainvillamide,NA,NA,NA,NA,NA,NA,CC1(C=CC2=C(O1)C=CC3=C2[N+](=C4C3=CC56C(C4(C)C)CC7(CCCN7C5=O)C(=O)N6)[O-])C,ALXLLOQTGLPCFG-ATANMQQVSA-N,11719255,NA,NA,NA,PDBC47528,avrainvillamide
47705,GW-405833,NA,NA,NA,NA,NA,NA,GW-405833,NA,GW-405833,NA,NA,NA,NA,NA,NA,CC1=C(C2=C(N1C(=O)C3=C(C(=CC=C3)Cl)Cl)C=CC(=C2)OC)CCN4CCOCC4,FSFZRNZSZYDVLI-UHFFFAOYSA-N,9911463,NA,NA,NA,PDBC47529,GW-405833
47706,RAD51 inhibitor B02,NA,NA,NA,NA,NA,NA,B02,NA,B02,NA,NA,NA,NA,NA,NA,CC1=CC=CC(=C1)C2=CC=C(C=C2)C3CC3C4=CC(=O)N(C(=N4)N)C,STUBOTPNCNDBOA-ROUUACIJSA-N,66545744,NA,NA,NA,PDBC47530,B02
47707,SR-II-138A,NA,NA,NA,NA,NA,NA,SR-II-138A,NA,SR-II-138A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC47531,SR-II-138A
47709,CIL56,NA,NA,NA,NA,NA,NA,CIL56,NA,CIL56,NA,NA,NA,NA,NA,NA,NA,NA,654092,NA,NA,NA,PDBC47533,CIL56
47712,Fedratinib,NA,NA,NA,NA,NA,NA,TG-101348,NA,TG-101348,NA,NA,NA,TG101348,NA,NA,CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)OCCN4CCCC4,JOOXLOJCABQBSG-UHFFFAOYSA-N,16722836,Fedratinib,NA,NA,PDBC47536,TG-101348
47714,XAV-939,NA,NA,NA,NA,NA,NA,XAV-939,NA,NA,NA,NA,NA,XAV939,NA,XAV-939,C1CSCC2=C1NC(=NC2=O)C3=CC=C(C=C3)C(F)(F)F,KLGQSVMIPOVQAX-UHFFFAOYSA-N,2726824,XAV939,NA,NA,PDBC47538,XAV-939
47715,Valdecoxib,NA,NA,NA,NA,NA,NA,valdecoxib,valdecoxib,valdecoxib,NA,NA,NA,NA,NA,NA,CC1=C(C(=NO1)C2=CC=CC=C2)C3=CC=C(C=C3)S(=O)(=O)N,LNPDTQAFDNKSHK-UHFFFAOYSA-N,119607,NA,NA,TRUE,PDBC47539,valdecoxib
47719,Phloretin,NA,NA,NA,Ethanone, 1-(2,6-dihydroxy-4-methoxyphenyl)-,NA,NA,phloretin,NA,phloretin,NA,NA,NA,NA,NA,NA,CC(=O)C1=C(C=C(C=C1O)OC)O,GKSGTWUNURZTKD-UHFFFAOYSA-N,24135,NA,NA,NA,PDBC47543,phloretin
47722,SCH-79797,NA,NA,NA,NA,NA,NA,SCH-79797,NA,SCH-79797,NA,NA,NA,NA,NA,NA,CC(C)C1=CC=C(C=C1)CN2C=CC3=C2C=CC4=C3C(=NC(=N4)NC5CC5)N.Cl.Cl,NNJTXSQXGHYXAJ-UHFFFAOYSA-N,45073452,NA,NA,NA,PDBC47546,SCH-79797
47723,HLI 373,NA,NA,NA,NA,NA,NA,HLI 373,NA,HLI 373,NA,NA,NA,NA,NA,NA,CN(C)CCCNc1c2ccccc2n(C)c2nc(=O)n(C)c(=O)c12,NA,435678,NA,NA,NA,PDBC47547,HLI 373
47724,Indisulam,NA,NA,NA,NA,NA,NA,indisulam,NA,indisulam,NA,NA,NA,NA,NA,NA,C1=CC2=C(C(=C1)NS(=O)(=O)C3=CC=C(C=C3)S(=O)(=O)N)NC=C2Cl,SETFNECMODOHTO-UHFFFAOYSA-N,216468,NA,NA,NA,PDBC47548,indisulam
47731,Telomerase Inhibitor IX,NA,NA,NA,NA,NA,NA,MST-312,NA,MST-312,NA,NA,NA,NA,NA,NA,C1=CC(=CC(=C1)NC(=O)C2=C(C(=CC=C2)O)O)NC(=O)C3=C(C(=CC=C3)O)O,MIQUEZGHEJGPJB-UHFFFAOYSA-N,10385095,Telomerase Inhibitor IX,NA,NA,PDBC47555,MST-312
47732,CIL70,NA,NA,NA,NA,NA,NA,CIL70,NA,CIL70,NA,NA,NA,NA,NA,NA,C1=CC(=C2NC(=C3C=CC=CC3=O)N(N2)C4=CC=C(C=C4)C(=O)O)C(=O)C=C1,FMSOAWSKCWYLBB-VBGLAJCLSA-N,5493381,NA,NA,NA,PDBC47556,CIL70
47733,R406 (Free base),NA,NA,NA,NA,NA,NA,tamatinib,NA,tamatinib,NA,NA,NA,NA,NA,NA,CC1(C(=O)NC2=C(O1)C=CC(=N2)NC3=NC(=NC=C3F)NC4=CC(=C(C(=C4)OC)OC)OC)C,NHHQJBCNYHBUSI-UHFFFAOYSA-N,11213558,NA,NA,NA,PDBC47557,tamatinib
47735,SKI-II,NA,NA,NA,NA,NA,NA,SKI-II,NA,SKI-II,NA,NA,NA,NA,NA,NA,C1=CC(=CC=C1C2=CSC(=N2)NC3=CC=C(C=C3)O)Cl,ZFGXZJKLOFCECI-UHFFFAOYSA-N,753704,NA,NA,NA,PDBC47559,SKI-II
47738,BRD8899,NA,NA,NA,NA,NA,NA,BRD8899,NA,BRD8899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC47562,BRD8899
47740,CR-1-31B,NA,NA,NA,NA,NA,NA,CR-1-31B,NA,CR-1-31B,NA,NA,NA,NA,NA,NA,[Cr],VYZAMTAEIAYCRO-UHFFFAOYSA-N,23976,NA,NA,NA,PDBC47564,CR-1-31B
47741,1S,3R-RSL-3,NA,NA,NA,NA,NA,NA,1S,3R-RSL-3,NA,1S,3R-RSL-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC47565,1S,3R-RSL-3
47742,Piperlongumine,NA,NA,NA,NA,NA,NA,piperlongumine,piperlongumine,piperlongumine,NA,NA,NA,piperlongumine,NA,Piperlongumine,COC1=CC(=CC(=C1OC)OC)C=CC(=O)N2CCC=CC2=O,VABYUUZNAVQNPG-BQYQJAHWSA-N,637858,Piperlongumine,NA,NA,PDBC47566,piperlongumine
47743,SCH-529074,NA,NA,NA,NA,NA,NA,SCH-529074,NA,SCH-529074,NA,NA,NA,NA,NA,NA,CN(C)CCCNC1=NC(=NC2=CC=CC=C21)CN3CCN(CC3)C(C4=CC=C(C=C4)Cl)C5=CC=C(C=C5)Cl,NCAJLQDPTZBGJV-UHFFFAOYSA-N,12001922,NA,NA,NA,PDBC47567,SCH-529074
